"","lhs","rhs","support","confidence","lift","count"
"108","{nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook,person}","{nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook}",0.448275862068966,0.464285714285714,0.961734693877551,13
"240","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook,nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook,nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook}","{nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook}",0.448275862068966,1,1,13
"241","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook,nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook,nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook}","{nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook}",0.448275862068966,1,1,13
"242","{nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook,nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook,nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook}","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook}",0.448275862068966,0.928571428571429,0.997354497354497,13
"243","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook,nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook,nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook}","{nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook}",0.448275862068966,0.481481481481481,0.997354497354497,13
"244","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook,nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook,nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook}","{person}",0.448275862068966,1,1,13
"245","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook,nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook,person}","{nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook}",0.448275862068966,1,1,13
"246","{nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook,nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook,person}","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook}",0.448275862068966,0.928571428571429,0.997354497354497,13
"247","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook,nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook,person}","{nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook}",0.448275862068966,0.481481481481481,0.997354497354497,13
"248","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook,nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook,nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook}","{person}",0.448275862068966,1,1,13
"249","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook,nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook,person}","{nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook}",0.448275862068966,1,1,13
"250","{nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook,nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook,person}","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook}",0.448275862068966,0.928571428571429,0.997354497354497,13
"251","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook,nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook,person}","{nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook}",0.448275862068966,0.481481481481481,0.997354497354497,13
"252","{nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook,nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook,nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook}","{nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook}",0.448275862068966,1,1,13
"253","{nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook,nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook,nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook}","{nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook}",0.448275862068966,1,1,13
"254","{nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook,nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook,nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook}","{nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook}",0.448275862068966,0.928571428571429,0.961734693877551,13
"255","{nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook,nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook,nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook}","{nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook}",0.448275862068966,0.464285714285714,0.961734693877551,13
"256","{nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook,nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook,nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook}","{person}",0.448275862068966,1,1,13
"257","{nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook,nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook,person}","{nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook}",0.448275862068966,1,1,13
"258","{nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook,nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook,person}","{nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook}",0.448275862068966,0.928571428571429,0.961734693877551,13
"259","{nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook,nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook,person}","{nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook}",0.448275862068966,0.464285714285714,0.961734693877551,13
"260","{nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook,nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook,nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook}","{person}",0.448275862068966,1,1,13
"261","{nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook,nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook,person}","{nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook}",0.448275862068966,1,1,13
"262","{nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook,nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook,person}","{nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook}",0.448275862068966,0.928571428571429,0.961734693877551,13
"263","{nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook,nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook,person}","{nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook}",0.448275862068966,0.464285714285714,0.961734693877551,13
"378","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook,nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook,nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook,nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook}","{person}",0.448275862068966,1,1,13
"379","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook,nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook,nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook,person}","{nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook}",0.448275862068966,1,1,13
"380","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook,nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook,nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook,person}","{nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook}",0.448275862068966,1,1,13
"381","{nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook,nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook,nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook,person}","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook}",0.448275862068966,0.928571428571429,0.997354497354497,13
"382","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook,nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook,nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook,person}","{nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook}",0.448275862068966,0.481481481481481,0.997354497354497,13
"383","{nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook,nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook,nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook,nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook}","{person}",0.448275862068966,1,1,13
"384","{nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook,nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook,nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook,person}","{nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook}",0.448275862068966,1,1,13
"385","{nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook,nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook,nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook,person}","{nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook}",0.448275862068966,1,1,13
"386","{nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook,nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook,nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook,person}","{nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook}",0.448275862068966,0.928571428571429,0.961734693877551,13
"387","{nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook,nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook,nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook,person}","{nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook}",0.448275862068966,0.464285714285714,0.961734693877551,13
"88","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook,nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook}","{nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook}",0.413793103448276,0.923076923076923,0.956043956043956,12
"89","{nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook,nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook}","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook}",0.413793103448276,0.923076923076923,0.991452991452991,12
"90","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook,nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook}","{nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook}",0.413793103448276,0.461538461538462,0.956043956043956,12
"228","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook,nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook,nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook}","{nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook}",0.413793103448276,1,1,12
"229","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook,nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook,nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook}","{nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook}",0.413793103448276,0.923076923076923,0.956043956043956,12
"230","{nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook,nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook,nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook}","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook}",0.413793103448276,0.923076923076923,0.991452991452991,12
"231","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook,nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook,nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook}","{nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook}",0.413793103448276,0.461538461538462,0.956043956043956,12
"232","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook,nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook,nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook}","{nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook}",0.413793103448276,1,1,12
"233","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook,nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook,nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook}","{nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook}",0.413793103448276,0.923076923076923,0.956043956043956,12
"234","{nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook,nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook,nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook}","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook}",0.413793103448276,0.923076923076923,0.991452991452991,12
"235","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook,nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook,nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook}","{nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook}",0.413793103448276,0.461538461538462,0.956043956043956,12
"236","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook,nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook,nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook}","{person}",0.413793103448276,1,1,12
"237","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook,nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook,person}","{nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook}",0.413793103448276,0.923076923076923,0.956043956043956,12
"238","{nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook,nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook,person}","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook}",0.413793103448276,0.923076923076923,0.991452991452991,12
"239","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook,nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook,person}","{nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook}",0.413793103448276,0.461538461538462,0.956043956043956,12
"363","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook,nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook,nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook,nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook}","{nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook}",0.413793103448276,1,1,12
"364","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook,nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook,nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook,nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook}","{nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook}",0.413793103448276,1,1,12
"365","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook,nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook,nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook,nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook}","{nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook}",0.413793103448276,0.923076923076923,0.956043956043956,12
"366","{nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook,nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook,nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook,nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook}","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook}",0.413793103448276,0.923076923076923,0.991452991452991,12
"367","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook,nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook,nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook,nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook}","{nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook}",0.413793103448276,0.461538461538462,0.956043956043956,12
"368","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook,nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook,nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook,nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook}","{person}",0.413793103448276,1,1,12
"369","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook,nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook,nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook,person}","{nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook}",0.413793103448276,1,1,12
"370","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook,nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook,nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook,person}","{nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook}",0.413793103448276,0.923076923076923,0.956043956043956,12
"371","{nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook,nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook,nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook,person}","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook}",0.413793103448276,0.923076923076923,0.991452991452991,12
"372","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook,nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook,nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook,person}","{nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook}",0.413793103448276,0.461538461538462,0.956043956043956,12
"373","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook,nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook,nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook,nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook}","{person}",0.413793103448276,1,1,12
"374","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook,nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook,nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook,person}","{nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook}",0.413793103448276,1,1,12
"375","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook,nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook,nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook,person}","{nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook}",0.413793103448276,0.923076923076923,0.956043956043956,12
"376","{nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook,nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook,nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook,person}","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook}",0.413793103448276,0.923076923076923,0.991452991452991,12
"377","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook,nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook,nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook,person}","{nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook}",0.413793103448276,0.461538461538462,0.956043956043956,12
"429","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook,nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook,nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook,nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook,nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook}","{person}",0.413793103448276,1,1,12
"430","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook,nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook,nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook,nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook,person}","{nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook}",0.413793103448276,1,1,12
"431","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook,nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook,nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook,nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook,person}","{nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook}",0.413793103448276,1,1,12
"432","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook,nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook,nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook,nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook,person}","{nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook}",0.413793103448276,0.923076923076923,0.956043956043956,12
"433","{nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook,nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook,nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook,nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook,person}","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook}",0.413793103448276,0.923076923076923,0.991452991452991,12
"434","{nannannannannanAlexanannannannanVoice Activationnannannannannanlampnannanwebhook,nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook,nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook,nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook,person}","{nannannannannanminiCamnannannanExterior-FrontDoormotionnannannannannannannannanwebhook}",0.413793103448276,0.461538461538462,0.956043956043956,12
"5","{nannannannannanRoom1LampnannannannanOffnannannannannannannannanwebhook}","{nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook}",0.241379310344828,1,1.03571428571429,7
"6","{nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook}","{nannannannannanRoom1LampnannannannanOffnannannannannannannannanwebhook}",0.241379310344828,0.25,1.03571428571429,7
"7","{nannannannannanRoom1LampnannannannanOffnannannannannannannannanwebhook}","{nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook}",0.241379310344828,1,1,7
"8","{nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook}","{nannannannannanRoom1LampnannannannanOffnannannannannannannannanwebhook}",0.241379310344828,0.241379310344828,1,7
"9","{nannannannannanRoom1LampnannannannanOffnannannannannannannannanwebhook}","{nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook}",0.241379310344828,1,1,7
"10","{nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook}","{nannannannannanRoom1LampnannannannanOffnannannannannannannannanwebhook}",0.241379310344828,0.241379310344828,1,7
"11","{nannannannannanRoom1LampnannannannanOffnannannannannannannannanwebhook}","{person}",0.241379310344828,1,1,7
"12","{person}","{nannannannannanRoom1LampnannannannanOffnannannannannannannannanwebhook}",0.241379310344828,0.241379310344828,1,7
"70","{nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook,nannannannannanRoom1LampnannannannanOffnannannannannannannannanwebhook}","{nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook}",0.241379310344828,1,1,7
"71","{nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook,nannannannannanRoom1LampnannannannanOffnannannannannannannannanwebhook}","{nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook}",0.241379310344828,1,1.03571428571429,7
"72","{nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook,nannannannannanFrontLock1nannannannannannannannanLockednannannanManny Kinwebhook}","{nannannannannanRoom1LampnannannannanOffnannannannannannannannanwebhook}",0.241379310344828,0.25,1.03571428571429,7
"73","{nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook,nannannannannanRoom1LampnannannannanOffnannannannannannannannanwebhook}","{nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook}",0.241379310344828,1,1,7
"74","{nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook,nannannannannanRoom1LampnannannannanOffnannannannannannannannanwebhook}","{nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook}",0.241379310344828,1,1.03571428571429,7
"75","{nannannannannanAlexanannannannanVoice Deactivationnannannannannanlampnannanwebhook,nannannannannanFrontLock1nannannannannannannannanUnlockednannannan Manny Kinwebhook}","{nannannannannanRoom1LampnannannannanOffnannannannannannannannanwebhook}",0.241379310344828,0.25,1.03571428571429,7
